;Name;Location;Year;Kilometers_Driven;Fuel_Type;Transmission;Owner_Type;Mileage;Engine;Power;Seats;New_Price;Price
1399;Mahindra Ssangyong Rexton RX7;Delhi;2014;65000;Diesel;Automatic;First;11,18;2696;184;7;;10500
1400;Ford Ecosport 1.5 DV5 MT Titanium Optional;Coimbatore;2015;92708;Diesel;Manual;First;22,7;1498;89,84;5;;7480
1401;Maruti Alto LXi;Coimbatore;2010;48105;Petrol;Manual;First;19,7;796;46,3;5;;3100
1402;Volkswagen Polo 1.2 MPI Highline;Mumbai;2011;46759;Petrol;Manual;First;16,47;1198;74;5;;2550
1403;Volkswagen Polo Diesel Comfortline 1.2L;Jaipur;2013;62000;Diesel;Manual;First;22,07;1199;73,9;5;;3500
1404;Volkswagen Polo Diesel Highline 1.2L;Kolkata;2012;35175;Diesel;Manual;First;22,07;1199;73,9;5;;2590
1405;Maruti Ertiga ZDI;Kolkata;2013;70000;Diesel;Manual;First;20,77;1248;88,8;7;;5450
1406;Ford EcoSport 1.5 TDCi Ambiente;Kolkata;2017;30000;Diesel;Manual;First;22,77;1498;98,59;5;;6000
1407;Toyota Innova Crysta 2.8 ZX AT;Kolkata;2016;66618;Diesel;Automatic;First;11,36;2755;171,5;7;24,82;15490
1408;BMW 5 Series 523i Sedan;Mumbai;2010;69300;Petrol;Automatic;Second;10,8;2497;150;5;;12500
1409;Maruti Swift Dzire Tour LDI;Kolkata;2017;148000;Diesel;Manual;First;23,4;1248;74;5;;4750
1410;Ford Ecosport 1.0 Ecoboost Platinum Edition;Mumbai;2017;22000;Petrol;Manual;First;18,88;999;123,24;5;;7850
1411;Hyundai Verna CRDi SX;Ahmedabad;2013;75000;Diesel;Manual;First;16,8;1493;110;5;;6000
1412;Tata Zest Revotron 1.2T XM;Mumbai;2016;43706;Petrol;Manual;First;17,57;1193;88,7;5;7,63;4000
1413;Audi A7 2011-2015 3.0 TDI Quattro;Mumbai;2011;42000;Diesel;Automatic;First;14,4;2967;241,4;5;;28750
1414;Tata Indica Vista Quadrajet VX;Pune;2012;65000;Diesel;Manual;First;22,3;1248;74;5;;2500
1415;Maruti Swift Dzire VDI;Delhi;2015;76128;Diesel;Manual;First;26,59;1248;74;5;;5500
1416;Fiat Linea Emotion;Kolkata;2010;39852;Petrol;Manual;First;16;1368;90;5;;1590
1417;Hyundai i20 1.2 Spotz;Mumbai;2017;18673;Petrol;Manual;First;18,6;1197;81,83;5;;6220
1418;Hyundai EON Era Plus;Kolkata;2016;11583;Petrol;Manual;First;21,1;814;55,2;5;;2750
1419;Hyundai Santro Xing XL;Chennai;2007;82000;Petrol;Manual;Second;0;1086;null ;5;;1350
1420;Mercedes-Benz GLA Class 200 CDI SPORT;Pune;2017;50000;Diesel;Automatic;First;17,9;2143;136;5;;25000
1421;Maruti Celerio VXI;Delhi;2014;77000;Petrol;Manual;First;23,1;998;67,04;5;;2800
1422;Chevrolet Beat LT;Mumbai;2014;54890;Petrol;Manual;Second;17,8;1199;76,8;5;;2450
1423;Honda Jazz 1.2 V AT i VTEC Privilege;Pune;2016;21000;Petrol;Automatic;First;19;1199;88,7;5;;6350
1424;BMW 3 Series 320d Highline;Mumbai;2009;58557;Diesel;Automatic;Third;16,07;1995;181;5;;8000
1425;Renault Duster 110PS Diesel RxL;Bangalore;2014;70000;Diesel;Manual;First;19,01;1461;108,45;5;;8250
1426;Ford Figo 2015-2019 1.5P Titanium AT;Mumbai;2017;16000;Petrol;Automatic;First;17,01;1499;110,4;5;;5950
1427;Toyota Innova Crysta 2.4 VX MT;Kochi;2018;8899;Diesel;Manual;First;13,68;2393;147,8;7;22,86;19920
1428;Chevrolet Beat Diesel LS;Kochi;2016;83629;Diesel;Manual;First;25,44;936;56,3;5;;3150
1429;Volkswagen Polo GTI;Chennai;2014;35059;Petrol;Automatic;First;17,21;1798;189;4;;5750
1430;Ford Endeavour 3.2 Trend AT 4X4;Kochi;2018;30552;Diesel;Automatic;First;10,91;3198;197,2;7;;32440
1431;Hyundai Verna 1.6 SX CRDI (O) AT;Kochi;2016;44875;Diesel;Automatic;Second;22,32;1582;126,32;5;;8010
1432;Ford Figo 2015-2019 1.2P Titanium Opt MT;Coimbatore;2017;25095;Petrol;Manual;First;18,16;1196;86,8;5;;6480
1433;Maruti 800 AC;Jaipur;2007;59000;Petrol;Manual;First;16,1;796;37;4;;750
1434;Honda City i DTEC V;Kolkata;2014;36000;Diesel;Manual;First;26;1498;98,6;5;;5000
1435;Mahindra XUV500 W8 2WD;Mumbai;2012;37000;Diesel;Manual;First;16;2179;140;7;;7750
1436;Ford Figo Diesel ZXI;Chennai;2010;90000;Diesel;Manual;First;20;1399;68;5;;2600
1437;Ford EcoSport 1.5 Petrol Titanium;Pune;2018;17000;Petrol;Manual;First;17;1497;121,36;5;11,06;9200
1438;Hyundai i20 Asta 1.2;Mumbai;2015;42575;Petrol;Manual;First;18,6;1197;81,83;5;;5050
1439;Toyota Innova 2.5 G (Diesel) 7 Seater BS IV;Hyderabad;2012;131000;Diesel;Manual;First;12,99;2494;100;7;;9600
1440;Renault Duster 85PS Diesel RxL Optional;Mumbai;2013;74000;Diesel;Manual;First;20,46;1461;83,8;5;;5500
1441;Toyota Innova 2.5 VX (Diesel) 8 Seater;Mumbai;2013;47234;Diesel;Manual;First;12,99;2494;100,6;8;;9350
1442;Honda City 1.5 S MT;Delhi;2009;231673;Petrol;Manual;First;17;1497;118;5;;2600
1443;Maruti Alto K10 VXI;Hyderabad;2016;10000;Petrol;Manual;First;24,07;998;67,1;5;4,53;3500
1444;Nissan Micra Active XL Petrol;Kochi;2016;49389;Petrol;Manual;First;19,49;1198;67,04;5;;4260
1445;Maruti Celerio VXI AT;Chennai;2016;12000;Petrol;Automatic;Second;23,1;998;67,04;5;;4250
1446;Mercedes-Benz New C-Class 200 Kompressor;Hyderabad;2010;65000;Petrol;Manual;Second;11,7;1796;178;5;;11750
1447;Ford Fiesta Diesel Style;Chennai;2013;177000;Diesel;Manual;First;23,5;1498;88,7;5;;3500
1448;Hyundai Verna 1.6 VTVT S;Jaipur;2015;89000;Petrol;Manual;First;17,01;1591;121,3;5;;7500
1449;Hyundai i20 1.4 Asta (AT);Chennai;2009;72000;Petrol;Automatic;Third;15;1396;100;5;;3250
1450;Maruti Swift Dzire VXi;Chennai;2012;49000;Petrol;Manual;First;17,5;1298;85,8;5;;4900
1451;Mercedes-Benz New C-Class C 220CDIBE Avantgarde Command;Hyderabad;2014;51355;Diesel;Automatic;First;14,84;2143;170;5;;27000
1452;Hyundai Elite i20 Petrol Asta;Kochi;2017;13460;Petrol;Manual;First;18,6;1197;81,86;5;;8910
1453;Hyundai Verna 1.6 VTVT EX AT;Kochi;2014;35642;Petrol;Automatic;First;17,01;1591;121,4;5;;6690
1454;Chevrolet Cruze LTZ;Kochi;2014;52895;Diesel;Manual;First;17,3;1998;163,7;5;;6020
1455;Toyota Corolla Altis 1.8 G;Mumbai;2010;93000;Petrol;Manual;First;14,28;1798;138,03;5;19,39;4500
1456;Maruti A-Star Vxi;Pune;2011;70000;Petrol;Manual;First;19;998;66,1;5;;2000
1457;Nissan Micra Diesel XV Premium;Kolkata;2012;32048;Diesel;Manual;First;23,08;1461;63,1;5;;2400
1458;Tata Nano LX;Pune;2013;4700;Petrol;Manual;First;25,4;624;37,48;4;;1200
1459;Maruti Swift Dzire Tour LDI;Delhi;2014;71800;Diesel;Manual;First;23,4;1248;74;5;;2900
1460;Land Rover Range Rover Sport 2005 2012 Sport;Coimbatore;2008;69078;Petrol;Manual;First;0;;;;;40880
1461;Audi Q3 2.0 TDI Quattro;Ahmedabad;2016;45000;Diesel;Automatic;First;17,32;1968;184;5;;27000
1462;Honda Amaze VX i-DTEC;Chennai;2016;15388;Diesel;Manual;First;25,8;1498;98,6;5;;7500
1463;Chevrolet Optra 1.6 LS;Mumbai;2004;98798;Petrol;Manual;First;14,7;1599;104;5;;1500
1464;Audi Q5 2.0 TDI Premium Plus;Hyderabad;2016;43000;Diesel;Automatic;First;14,16;1968;174,3;5;;39500
1465;Maruti Ritz VDi;Hyderabad;2012;85112;Diesel;Manual;First;23,2;1248;73,94;5;;3390
1466;Mahindra Scorpio S6 7 Seater;Kochi;2018;37804;Diesel;Manual;First;15,4;2179;120;7;;12400
1467;Maruti Ciaz ZDi SHVS;Chennai;2014;45000;Diesel;Manual;First;28,09;1248;88,5;5;;6850
1468;Toyota Corolla Altis Aero D 4D J;Pune;2011;116000;Diesel;Manual;Second;21,43;1364;138;5;;5750
1469;Tata Indica V2 eLS;Chennai;2015;100073;Diesel;Manual;Second;25;1396;69;5;;2000
1470;Maruti 800 Std BSIII;Jaipur;2006;165000;Petrol;Manual;First;16,1;796;37;4;;900
1471;Volkswagen Polo 1.2 MPI Highline;Kolkata;2015;22000;Petrol;Manual;First;16,47;1198;74;5;;3800
1472;Hyundai Elantra 2.0 SX Option AT;Delhi;2017;9500;Petrol;Automatic;First;14,62;1999;149,92;5;21,77;16350
1473;Toyota Fortuner 4x2 4 Speed AT;Hyderabad;2012;152000;Diesel;Automatic;First;11,5;2982;169;7;;16500
1474;Maruti Baleno Zeta 1.2;Coimbatore;2019;17705;Petrol;Manual;First;21,4;1197;83,1;5;;8700
1475;Maruti Baleno Zeta 1.2;Mumbai;2016;12000;Petrol;Manual;First;21,4;1197;83,1;5;;6100
1476;Mini Cooper Countryman D;Hyderabad;2013;51000;Diesel;Automatic;First;23,8;1998;112;5;;21940
1477;Mercedes-Benz S Class 2005 2013 320 CDI;Chennai;2009;42000;Diesel;Automatic;Second;13;2987;210;5;;22000
1478;Maruti Alto K10 LXI;Delhi;2015;51000;Petrol;Manual;First;20,92;998;67,1;5;;2650
1479;Maruti Swift VXI Optional;Kochi;2017;42527;Petrol;Manual;First;20,4;1197;81,8;5;;5270
1480;Chevrolet Sail LT ABS;Kolkata;2014;45000;Diesel;Manual;First;22,1;1248;74;5;;2480
1481;Toyota Innova 2.5 G (Diesel) 8 Seater BS IV;Kolkata;2011;70000;Diesel;Manual;First;12,8;2494;102;8;;6000
1482;Toyota Fortuner 3.0 Diesel;Mumbai;2009;92000;Diesel;Manual;First;11,5;2982;171;7;;8900
1483;BMW 3 Series 320d Sport Line;Hyderabad;2012;57156;Diesel;Automatic;Second;18,88;1995;184;5;;18000
1484;Skoda Octavia Ambition 1.4 TSI MT;Coimbatore;2016;53211;Petrol;Manual;First;16,8;1395;138,02;5;;11640
1485;Toyota Fortuner 3.0 Diesel;Kolkata;2019;80000;Diesel;Manual;First;11,5;2982;171;7;;8990
1486;Volkswagen Jetta 2007-2011 1.9 Highline TDI;Bangalore;2009;74000;Diesel;Automatic;First;15,5;1896;105;5;;5250
1487;Hyundai i20 1.4 CRDi Asta;Kolkata;2011;37000;Diesel;Manual;First;23;1396;90;5;;2950
1488;Tata Manza Club Class Quadrajet90 LX;Mumbai;2013;64000;Diesel;Manual;Second;21,02;1248;88,76;5;;2650
1489;Volkswagen Vento Petrol Highline;Pune;2013;57197;Petrol;Manual;First;15,04;1598;103,6;5;;4000
1490;Hyundai Creta 1.6 SX Automatic Diesel;Chennai;2016;55000;Diesel;Automatic;First;17,6;1582;126,2;5;18,35;12500
1491;Maruti Ritz VXI;Mumbai;2014;33000;Petrol;Manual;First;21,1;1197;85,8;5;;3250
1492;Honda CR-V 2.0L 2WD MT;Delhi;2008;70000;Petrol;Manual;First;13,1;1997;141,1;5;;4000
1493;Mahindra XUV500 W8 2WD;Delhi;2012;75000;Diesel;Manual;Second;15,1;2179;140;7;;6250
1494;Volkswagen Ameo 1.5 TDI Comfortline;Jaipur;2016;58095;Diesel;Manual;First;21,66;1498;108,62;5;9,19;5800
1495;Tata Zest Revotron 1.2 XT;Kolkata;2015;7445;Petrol;Manual;First;17,57;1193;88,7;5;8,09;5000
1496;Jaguar XJ 3.0L Portfolio LWB;Kochi;2016;17652;Diesel;Automatic;First;12,9;2993;270,88;5;;58730
1497;Toyota Corolla Altis 1.8 VL CVT;Kochi;2018;28321;Petrol;Automatic;First;14,28;1798;138,03;5;23,25;17490
1498;Maruti A-Star Vxi;Pune;2011;69000;Petrol;Manual;Second;19;998;66,1;5;;1950
1499;Honda Aord VTi-L (AT);Mumbai;2007;80000;Petrol;Automatic;First;11,1;2354;142;5;;3000
1500;Hyundai i20 Asta (o);Delhi;2014;42365;Petrol;Manual;First;17;1197;80;5;;5500
1501;Toyota Fortuner 4x2 AT;Delhi;2013;123000;Diesel;Automatic;First;12,55;2982;168,5;7;;16500
1502;Mercedes-Benz New C-Class C 200 CGI Avantgarde;Mumbai;2011;40000;Petrol;Automatic;Second;11,74;1796;186;5;;14500
1503;Maruti Baleno Alpha 1.3;Hyderabad;2016;30112;Diesel;Manual;First;27,39;1248;74;5;;7790
1504;Maruti Ertiga VDI;Kochi;2017;43775;Diesel;Manual;First;20,77;1248;88,76;7;;8270
1505;Land Rover Range Rover Sport SE;Kochi;2019;26013;Diesel;Automatic;First;12,65;2993;255;5;1,39 Cr;97070
1506;Chevrolet Optra Magnum 1.6 LT ABS BS3;Mumbai;2012;56000;Petrol;Manual;First;12,9;1598;102,5;5;;2150
1507;Honda Civic 2006-2010 1.8 V AT;Hyderabad;2008;95000;Petrol;Automatic;Second;12,9;1799;130;5;;3000
1508;BMW X3 xDrive20d;Coimbatore;2014;41089;Diesel;Automatic;First;16,09;1995;184;5;;28790
1509;Skoda Laura Ambition 2.0 TDI CR AT;Mumbai;2011;41988;Diesel;Automatic;First;20;1968;138,1;5;;5450
1510;Maruti Swift Dzire VDI;Delhi;2013;72486;Diesel;Manual;First;23,4;1248;74;5;;3950
1511;Volvo V40 Cross Country D3;Pune;2013;92000;Diesel;Automatic;First;23,3;1984;150;5;;16000
1512;Maruti Swift Dzire ZXi;Delhi;2013;40000;Petrol;Manual;First;17,5;1298;85,8;5;;4250
1513;Land Rover Range Rover 2.2L Pure;Bangalore;2014;56000;Diesel;Automatic;First;12,7;2179;187,7;5;;34500
1514;Honda Aord 2.4 AT;Mumbai;2008;125000;Petrol;Automatic;Third;11,7;2354;177,6;5;;2600
1515;Toyota Innova 2.5 G (Diesel) 8 Seater;Kochi;2017;29219;Diesel;Manual;First;12,99;2494;100,6;8;;13480
1516;Toyota Fortuner 4x4 MT;Hyderabad;2018;39927;Diesel;Manual;First;12,55;2982;168,5;7;;32100
1517;Honda Jazz 1.2 E i VTEC;Kochi;2018;38593;Petrol;Manual;First;18,7;1199;88,7;5;;6170
1518;Honda City 1.5 V MT;Kolkata;2015;32000;Petrol;Manual;First;17;1497;118;5;;5500
1519;Maruti Dzire AMT ZDI Plus;Hyderabad;2017;28226;Diesel;Automatic;First;28,4;1248;73,75;5;11,52;9150
1520;Nissan Sunny 2011-2014 Diesel XL;Pune;2014;95000;Diesel;Manual;First;21,64;1461;84,8;5;;4500
1521;Toyota Innova 2.5 G (Diesel) 8 Seater;Chennai;2014;194000;Diesel;Manual;First;12,99;2494;100,6;8;;10500
1522;Honda Brio S MT;Coimbatore;2016;14821;Petrol;Manual;First;19,4;1198;86,8;5;;5370
1523;Volkswagen Vento Petrol Trendline;Bangalore;2012;52000;Petrol;Manual;First;15,04;1598;103,6;5;;5450
1524;Mahindra XUV500 W4;Mumbai;2016;33000;Diesel;Manual;First;16;2179;140;7;;9250
1525;Ford EcoSport 1.5 Diesel Titanium Plus;Chennai;2016;29200;Diesel;Manual;First;23;1498;98,96;5;13,23;7700
1526;Skoda Yeti Ambition 4X2;Hyderabad;2012;99754;Diesel;Manual;First;17,72;1968;108,49;5;;7990
1527;Hyundai i10 Sportz;Chennai;2012;49000;Petrol;Manual;First;20,36;1197;78,9;5;;3000
1528;Toyota Innova 2.5 G (Diesel) 8 Seater BS IV;Hyderabad;2005;299322;Diesel;Manual;First;12,8;2494;102;8;;4000
1529;Tata Zest Quadrajet 1.3 XT;Coimbatore;2018;38310;Diesel;Manual;First;20,65;1248;88,7;5;10,06;6690
1530;Maruti Swift VDI;Delhi;2014;56000;Diesel;Manual;First;22,9;1248;74;5;;4250
1531;Skoda Rapid 1.5 TDI AT Style;Kolkata;2017;31300;Diesel;Automatic;First;21,72;1498;108,4;5;15,34;10500
1532;Toyota Innova Crysta 2.4 VX MT 8S;Coimbatore;2019;11241;Diesel;Manual;First;13,68;2393;147,8;8;24,01;22550
1533;Hyundai Verna 1.6 SX VTVT;Pune;2014;48000;Petrol;Manual;Second;17,01;1591;121,3;5;;5200
1534;Honda City i VTEC VX Option;Coimbatore;2019;23882;Petrol;Manual;First;17,4;1497;117,3;5;;11870
1535;Honda City i DTEC SV;Hyderabad;2014;65000;Diesel;Manual;First;26;1498;98,6;5;;6990
1536;Volkswagen Vento Diesel Highline;Jaipur;2011;50000;Diesel;Manual;First;20,54;1598;103,6;5;;5000
1537;Audi Q5 2008-2012 3.0 TDI;Chennai;2014;25000;Diesel;Automatic;First;12,19;2967;236;5;;44000
1538;Maruti Alto 800 LXI;Chennai;2015;21000;Petrol;Manual;First;22,74;796;47,3;5;;2790
1539;Tata Manza ELAN Quadrajet BS IV;Pune;2012;148000;Diesel;Manual;Second;21,12;1248;88,8;5;;2900
1540;Hyundai Creta 1.6 SX Plus Dual Tone Petrol;Delhi;2016;68000;Petrol;Manual;First;15,29;1591;121,3;5;;9850
1541;Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury;Bangalore;2014;52000;Diesel;Automatic;First;12;2987;224;7;;49000
1542;Mahindra Thar CRDe;Jaipur;2016;19000;Diesel;Manual;First;16,55;2498;105;6;11,39;9250
1543;Hyundai Verna 1.6 CRDI;Mumbai;2011;74000;Diesel;Manual;Second;22,32;1582;126,3;5;;3750
1544;Ford Aspire Titanium Diesel;Coimbatore;2017;30279;Diesel;Manual;First;26,1;1498;99;5;9,79;7290
1545;Mini Cooper 3 DOOR D;Mumbai;2016;20000;Diesel;Automatic;First;20,7;1496;113,98;4;35;23500
1546;Maruti Omni 8 Seater BSIV;Hyderabad;2013;34834;Petrol;Manual;First;14;796;35;5;;2600
1547;Mahindra Verito 1.5 D4 BSIV;Pune;2015;90000;Diesel;Manual;Second;21,03;1461;65;5;9,26;3100
1548;Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance;Coimbatore;2016;38730;Diesel;Automatic;First;14,21;2143;203;5;;29980
1549;Renault Duster 110PS Diesel RxZ;Kochi;2016;57390;Diesel;Manual;First;19,01;1461;108,45;5;;6730
1550;Maruti Swift Dzire Tour LDI;Kolkata;2016;100000;Diesel;Manual;First;23,4;1248;74;5;;3500
1551;Volkswagen Polo Petrol Highline 1.2L;Kolkata;2011;50000;Petrol;Manual;First;16,47;1198;73,9;5;;2350
1552;Mahindra XUV500 W10 2WD;Coimbatore;2017;64961;Diesel;Manual;First;16;2179;140;7;;16130
1553;Volkswagen Polo 1.2 MPI Highline;Coimbatore;2014;72465;Petrol;Manual;First;16,47;1198;74;5;;5900
1554;Maruti Ritz VXI;Hyderabad;2012;68776;Petrol;Manual;First;21,1;1197;85,8;5;;3900
1555;Chevrolet Optra 1.6 Elite;Pune;2005;150000;Petrol;Manual;First;14,7;1598;null ;5;;1500
1556;Toyota Innova 2.5 GX 7 STR BSIV;Delhi;2012;68000;Diesel;Manual;First;12,8;2494;102;7;;6950
1557;Honda City i DTec SV;Delhi;2015;33000;Diesel;Manual;First;26;1498;98,6;5;;7000
1558;Volkswagen Ameo 1.2 MPI Highline;Coimbatore;2017;22389;Petrol;Manual;First;17;1198;73,75;5;8,68;7230
1559;Maruti SX4 ZDI Leather;Mumbai;2012;90000;Diesel;Manual;First;21,5;1248;88,8;5;;3810
1560;Maruti Swift ZXI;Chennai;2012;42000;Petrol;Manual;Third;18,6;1197;85,8;5;;4500
1561;Hyundai Creta 1.6 CRDi SX;Pune;2017;38767;Diesel;Manual;First;19,67;1582;126,2;5;;12600
1562;Audi Q7 35 TDI Quattro Technology;Bangalore;2015;21000;Diesel;Automatic;First;12,07;2967;241,4;7;;48000
1563;Maruti Alto LXi BSIII;Coimbatore;2010;59136;Petrol;Manual;First;19,7;796;46,3;5;;2960
1564;Honda Amaze SX i-DTEC;Kolkata;2014;36000;Diesel;Manual;First;25,8;1498;98,6;5;;3250
1565;Volkswagen Passat Diesel Highline 2.0 TDI;Chennai;2011;95000;Diesel;Automatic;Second;18,33;1968;167,7;5;;8500
1566;Hyundai Elantra CRDi SX AT;Mumbai;2013;51000;Diesel;Automatic;First;19,5;1582;126,24;5;;8750
1567;Maruti Wagon R VXI BS IV;Kochi;2011;36411;Petrol;Manual;First;18,9;998;67,1;5;;3080
1568;Land Rover Discovery Sport TD4 HSE 7S;Mumbai;2017;40000;Diesel;Automatic;First;12,81;1999;148,31;7;66,39;41500
1569;Honda City i VTEC SV;Pune;2016;27300;Petrol;Manual;First;17,8;1497;117,3;5;;7000
1570;Mercedes-Benz New C-Class C 200 Avantgarde Edition C;Kochi;2011;29813;Petrol;Automatic;Second;14,74;1991;181,03;5;;11500
1571;Maruti Wagon R LX BS IV;Pune;2011;71000;Petrol;Manual;First;20,51;998;67,04;5;;2600
1572;Hyundai Verna 1.6 CRDI;Kolkata;2014;32000;Diesel;Manual;First;22,32;1582;126,3;5;;4300
1573;Maruti Ertiga VXI CNG;Mumbai;2017;19234;CNG;Manual;First;17,5;1373;80,46;7;;8350
1574;Volkswagen Tiguan 2.0 TDI Highline;Jaipur;2017;50510;Diesel;Automatic;First;17,06;1968;141;5;36,45;24900
1575;BMW X1 sDrive 20d Exclusive;Pune;2011;102000;Diesel;Automatic;First;15,06;1995;177;5;;13750
1576;Hyundai Grand i10 1.2 CRDi Sportz Option;Kolkata;2014;42277;Diesel;Manual;First;24;1186;73,97;5;;3850
1577;Mercedes-Benz E-Class E250 CDI Avantgrade;Mumbai;2014;46000;Diesel;Automatic;First;13;2143;201,1;5;;23250
1578;Mahindra Bolero ZLX;Chennai;2012;35000;Diesel;Manual;First;13,6;2523;null ;7;;7000
1579;Hyundai Grand i10 Asta Option;Bangalore;2015;50000;Petrol;Manual;First;18,9;1197;82;5;;5750
1580;Hyundai i10 Magna 1.2;Mumbai;2008;62000;Petrol;Manual;Second;20,36;1197;78,9;5;;1650
1581;Volkswagen Jetta 2012-2014 2.0L TDI Comfortline;Mumbai;2012;78000;Diesel;Manual;First;19,33;1968;138,1;5;;6500
1582;Skoda Yeti Elegance;Chennai;2011;79000;Diesel;Manual;First;17,67;1968;138,08;5;;7500
1583;Audi Q7 45 TDI Quattro Premium Plus;Kochi;2019;6773;Diesel;Automatic;First;14,75;2967;245;7;91,38;72940
1584;Toyota Fortuner 3.0 Diesel;Chennai;2010;135000;Diesel;Manual;Second;11,5;2982;171;7;;11000
1585;Maruti Wagon R VXI Minor ABS;Kochi;2013;36716;Petrol;Manual;First;18,9;1061;67;5;;3020
1586;Hyundai EON Era;Coimbatore;2013;65060;Petrol;Manual;First;21,1;814;55,2;5;;3320
1587;Honda Brio S MT;Delhi;2013;33000;Petrol;Manual;First;19,4;1198;86,8;5;;3240
1588;Maruti Alto 800 VXI;Kolkata;2015;11110;Petrol;Manual;First;22,74;796;47,3;5;;2350
1589;Mahindra Bolero ZLX;Jaipur;2013;63000;Diesel;Manual;First;15,96;2523;62,1;7;11,15;5500
1590;Honda City i VTEC SV;Mumbai;2015;27030;Petrol;Manual;First;17,8;1497;117,3;5;;6750
1591;Skoda Rapid 1.6 MPI Elegance Black Package;Mumbai;2015;19600;Petrol;Manual;First;15;1598;103,52;5;;6150
1592;Maruti Swift VVT VXI;Pune;2016;27755;Petrol;Manual;First;22;1197;81,8;5;;5450
1593;Hyundai EON Magna Plus;Hyderabad;2013;20000;Petrol;Manual;Second;21,1;814;55,2;5;;2300
1594;Maruti Swift Dzire ZXI;Kochi;2015;24782;Petrol;Manual;First;20,85;1197;83,14;5;;6210
1595;Nissan Micra XV CVT;Coimbatore;2014;47303;Petrol;Automatic;First;19,34;1198;76;5;;5210
1596;Audi Q7 4.2 FSI quattro;Delhi;2008;71000;Petrol;Automatic;First;8,3;4134;250;7;;11990
1597;Maruti Swift Vdi BSIII;Pune;2010;135000;Diesel;Manual;First;17,8;1248;75;5;;3100
1598;Tata Xenon XT EX 4X2;Jaipur;2017;1000;Diesel;Manual;First;13,49;2179;138,03;5;;7500
1599;Volkswagen Polo 1.5 TDI Comfortline;Kolkata;2016;29000;Diesel;Manual;First;20,14;1498;88,8;5;;4000
1600;Honda City i VTEC SV;Kochi;2016;36367;Petrol;Manual;First;17,8;1497;117,3;5;;7730
1601;Honda City i VTEC V;Bangalore;2015;38000;Petrol;Manual;First;17,4;1497;117,3;5;;7800
1602;Maruti 800 AC BSIII;Hyderabad;2011;83969;Petrol;Manual;First;16,1;796;37;4;;1300
1603;Volkswagen Polo 1.5 TDI Trendline;Jaipur;2014;82621;Diesel;Manual;First;20,14;1498;88,8;5;;4420
1604;Chevrolet Captiva LTZ VCDi;Pune;2009;89000;Diesel;Automatic;First;12,5;1991;147,9;7;;4000
1605;Mahindra XUV500 W10 2WD;Kolkata;2016;54000;Diesel;Manual;First;16;2179;140;7;;13000
1606;Honda Amaze VX i-DTEC;Kochi;2015;61691;Diesel;Manual;First;25,8;1498;98,6;5;;5380
1607;Hyundai i20 1.2 Sportz Option;Chennai;2011;32200;Petrol;Manual;Second;17;1197;80;5;;3250
1608;Maruti Wagon R AMT VXI;Jaipur;2016;68630;Petrol;Automatic;First;20,51;998;67;5;;3870
1609;Volkswagen Jetta 2013-2015 2.0L TDI Highline AT;Mumbai;2014;61000;Diesel;Automatic;Second;16,96;1968;138,03;5;;8250
1610;Maruti Ciaz 1.4 Zeta;Mumbai;2018;32644;Petrol;Manual;First;20,73;1373;91,1;5;;9280
1611;Mahindra Scorpio 2009-2014 VLX 4WD AT 7S BSIV;Delhi;2012;85000;Diesel;Automatic;First;11,79;2179;120;7;;6250
1612;Chevrolet Aveo U-VA 1.2 LS;Mumbai;2008;75000;Petrol;Manual;Second;15,26;1150;74,9;5;;1150
1613;Maruti Ciaz ZXi Option;Kochi;2016;40347;Petrol;Manual;First;20,73;1373;91,2;5;;7800
1614;Hyundai i20 1.4 CRDi Asta;Hyderabad;2012;60788;Diesel;Manual;First;23;1396;90;5;;4500
1615;Honda Jazz 1.2 SV i VTEC;Kochi;2018;18664;Petrol;Manual;First;18,7;1199;88,7;5;;7560
1616;Mahindra XUV500 W10 2WD;Coimbatore;2017;57847;Diesel;Manual;First;16;2179;140;7;;16080
1617;Hyundai i20 1.2 Sportz;Bangalore;2012;52237;Petrol;Manual;First;17;1197;80;5;;4500
1618;Hyundai Verna 1.6 SX;Chennai;2012;128000;Diesel;Manual;First;22,32;1582;126,32;5;;5000
1619;Hyundai i10 Era 1.1;Delhi;2011;54000;Petrol;Manual;First;19,81;1086;68,05;5;;2200
1620;Maruti Celerio VXI AT;Bangalore;2014;49800;Petrol;Automatic;First;23,1;998;67,04;5;;4000
1621;Skoda Fabia 1.2 TDI Ambition;Kolkata;2012;98000;Diesel;Manual;First;20,86;1199;73,9;5;;2510
1622;Maruti Swift VDI BSIV;Delhi;2015;60095;Diesel;Manual;First;25,2;1248;74;5;;4750
1623;Hyundai i10 Magna(O) with Sun Roof;Pune;2008;68000;Petrol;Manual;Second;16;1086;66,7;5;;2000
1624;Hyundai i10 Magna 1.2;Jaipur;2010;81402;Petrol;Manual;Second;20,36;1197;78,9;5;;2100
1625;Ford Ecosport 1.5 Ti VCT AT Titanium;Mumbai;2013;38000;Petrol;Automatic;First;16,5;1499;110;5;;6250
1626;Mercedes-Benz E-Class 2009-2013 E350 CDI Avantgarde;Kochi;2011;92239;Diesel;Automatic;Second;11,5;2987;210;5;;10600
1627;Maruti Swift VDI BSIV;Ahmedabad;2017;49224;Diesel;Manual;First;25,2;1248;74;5;;6000
